Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
12620,1,1,1,1,instructions,None,57,SPACE,stroop3.txt,484,TRUE,
12620,1,1,2,2,practice,GREEN,0,Voice Response,BLUE,1417,TRUE,
12620,1,1,3,3,practice,RED,0,Voice Response,YELLOW,3291,TRUE,
12620,1,1,4,4,practice,YELLOW,0,Voice Response,GREEN,3219,TRUE,
12620,1,1,5,5,practice,BLUE,0,Voice Response,RED,10115,TRUE,
12620,1,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,1484,TRUE,
12620,1,1,7,7,practice,BLUE,0,Voice Response,GREEN,4541,TRUE,
12620,1,1,8,8,practice,YELLOW,0,Voice Response,RED,1475,TRUE,
12620,1,1,9,9,practice,GREEN,0,Voice Response,GREEN,1361,TRUE,
12620,1,1,10,10,practice,RED,0,Voice Response,BLUE,1300,TRUE,
12620,1,1,11,11,practice,BLUE,0,Voice Response,XXXXX,6908,TRUE,
12620,1,1,12,12,instructions,None,57,SPACE,stroop4.txt,52685,TRUE,
12620,1,1,13,13,Neutral,RED,0,Voice Response,XXXXX,1150,TRUE,
12620,1,1,14,14,Incongruent,BLUE,0,Voice Response,YELLOW,1045,TRUE,
12620,1,1,15,15,WC,YELLOW,0,Voice Response,RED,853,TRUE,
12620,1,1,16,16,Neutral,GREEN,0,Voice Response,XXXXX,978,TRUE,
12620,1,1,17,17,Incongruent,YELLOW,0,Voice Response,BLUE,1056,TRUE,
12620,1,1,18,18,Neutral,RED,0,Voice Response,XXXXX,981,TRUE,
12620,1,1,19,19,Incongruent,YELLOW,0,Voice Response,BLUE,911,TRUE,
12620,1,1,20,20,Double,BLUE,0,Voice Response,YELLOW,2173,TRUE,
12620,1,1,21,21,Incongruent,RED,0,Voice Response,GREEN,1045,TRUE,
12620,1,1,22,22,Incongruent,YELLOW,0,Voice Response,BLUE,925,TRUE,
12620,1,1,23,23,WC,BLUE,0,Voice Response,GREEN,1165,TRUE,
12620,1,1,24,24,Incongruent,RED,0,Voice Response,YELLOW,1104,TRUE,
12620,1,1,25,25,Double,YELLOW,0,Voice Response,RED,1162,TRUE,
12620,1,1,26,26,Neutral,GREEN,0,Voice Response,XXXXX,1047,TRUE,
12620,1,1,27,27,Neutral,BLUE,0,Voice Response,XXXXX,2231,TRUE,
12620,1,1,28,28,Neutral,RED,0,Voice Response,XXXXX,975,TRUE,
12620,1,1,29,29,Incongruent,BLUE,0,Voice Response,YELLOW,1542,TRUE,
12620,1,1,30,30,Incongruent,RED,0,Voice Response,GREEN,983,TRUE,
12620,1,1,31,31,WC,GREEN,0,Voice Response,BLUE,1106,TRUE,
12620,1,1,32,32,Incongruent,YELLOW,0,Voice Response,RED,981,TRUE,
12620,1,1,33,33,Neutral,GREEN,0,Voice Response,XXXXX,1033,TRUE,
12620,1,1,34,34,Incongruent,BLUE,0,Voice Response,RED,2533,TRUE,
12620,1,1,35,35,Incongruent,GREEN,0,Voice Response,YELLOW,1477,TRUE,
12620,1,1,36,36,CW,RED,0,Voice Response,GREEN,985,TRUE,
12620,1,1,37,37,Incongruent,BLUE,0,Voice Response,YELLOW,1036,TRUE,
12620,1,1,38,38,Incongruent,RED,0,Voice Response,GREEN,1231,TRUE,
12620,1,1,39,39,WC,GREEN,0,Voice Response,BLUE,1166,TRUE,
12620,1,1,40,40,Incongruent,RED,0,Voice Response,YELLOW,1410,TRUE,
12620,1,1,41,41,CW,BLUE,0,Voice Response,RED,1108,TRUE,
12620,1,1,42,42,Incongruent,GREEN,0,Voice Response,YELLOW,1177,TRUE,
12620,1,1,43,43,Double,YELLOW,0,Voice Response,GREEN,984,TRUE,
12620,1,1,44,44,Neutral,BLUE,0,Voice Response,XXXXX,1097,TRUE,
12620,1,1,45,45,Incongruent,YELLOW,0,Voice Response,RED,1109,TRUE,
12620,1,1,46,46,WC,RED,0,Voice Response,BLUE,1176,TRUE,
12620,1,1,47,47,Incongruent,GREEN,0,Voice Response,YELLOW,1298,TRUE,
12620,1,1,48,48,CW,BLUE,0,Voice Response,GREEN,2407,TRUE,
12620,1,1,49,49,Incongruent,RED,0,Voice Response,YELLOW,1553,TRUE,
12620,1,1,50,50,Double,YELLOW,0,Voice Response,RED,980,TRUE,
12620,1,1,51,51,Incongruent,BLUE,0,Voice Response,GREEN,2489,TRUE,
12620,1,1,52,52,CW,YELLOW,0,Voice Response,BLUE,1046,TRUE,
12620,1,1,53,53,Neutral,RED,0,Voice Response,XXXXX,795,TRUE,
12620,1,1,54,54,Incongruent,GREEN,0,Voice Response,BLUE,995,TRUE,
12620,1,1,55,55,Incongruent,YELLOW,0,Voice Response,RED,854,TRUE,
12620,1,1,56,56,Incongruent,GREEN,0,Voice Response,BLUE,976,TRUE,
12620,1,1,57,57,Double,BLUE,0,Voice Response,GREEN,985,TRUE,
12620,1,1,58,58,Incongruent,RED,0,Voice Response,YELLOW,1046,TRUE,
12620,1,1,59,59,Incongruent,GREEN,0,Voice Response,BLUE,925,TRUE,
12620,1,1,60,60,CW,RED,0,Voice Response,GREEN,983,TRUE,
12620,1,1,61,61,Incongruent,YELLOW,0,Voice Response,BLUE,973,TRUE,
12620,1,1,62,62,Neutral,RED,0,Voice Response,XXXXX,920,TRUE,
