Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
12438,1,1,1,1,instructions,None,57,SPACE,stroop3.txt,5504,TRUE,
12438,1,1,2,2,practice,GREEN,0,Voice Response,BLUE,1347,TRUE,
12438,1,1,3,3,practice,RED,0,Voice Response,YELLOW,1032,TRUE,
12438,1,1,4,4,practice,YELLOW,0,Voice Response,GREEN,790,TRUE,
12438,1,1,5,5,practice,BLUE,0,Voice Response,RED,786,TRUE,
12438,1,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,794,TRUE,
12438,1,1,7,7,practice,BLUE,0,Voice Response,GREEN,801,TRUE,
12438,1,1,8,8,practice,YELLOW,0,Voice Response,RED,660,TRUE,
12438,1,1,9,9,practice,GREEN,0,Voice Response,GREEN,729,TRUE,
12438,1,1,10,10,practice,RED,0,Voice Response,BLUE,1614,TRUE,
12438,1,1,11,11,practice,BLUE,0,Voice Response,XXXXX,853,TRUE,
12438,1,1,12,12,instructions,None,57,SPACE,stroop4.txt,10851,TRUE,
12438,1,1,13,13,Neutral,RED,0,Voice Response,XXXXX,781,TRUE,
12438,1,1,14,14,Incongruent,BLUE,0,Voice Response,YELLOW,727,TRUE,
12438,1,1,15,15,WC,YELLOW,0,Voice Response,RED,608,TRUE,
12438,1,1,16,16,Neutral,GREEN,0,Voice Response,XXXXX,727,TRUE,
12438,1,1,17,17,Incongruent,YELLOW,0,Voice Response,BLUE,1115,TRUE,
12438,1,1,18,18,Neutral,RED,0,Voice Response,XXXXX,779,TRUE,
12438,1,1,19,19,Incongruent,YELLOW,0,Voice Response,BLUE,1118,TRUE,
12438,1,1,20,20,Double,BLUE,0,Voice Response,YELLOW,1036,TRUE,
12438,1,1,21,21,Incongruent,RED,0,Voice Response,GREEN,916,TRUE,
12438,1,1,22,22,Incongruent,YELLOW,0,Voice Response,BLUE,720,TRUE,
12438,1,1,23,23,WC,BLUE,0,Voice Response,GREEN,853,TRUE,
12438,1,1,24,24,Incongruent,RED,0,Voice Response,YELLOW,856,TRUE,
12438,1,1,25,25,Double,YELLOW,0,Voice Response,RED,796,TRUE,
12438,1,1,26,26,Neutral,GREEN,0,Voice Response,XXXXX,853,TRUE,
12438,1,1,27,27,Neutral,BLUE,0,Voice Response,XXXXX,735,TRUE,
12438,1,1,28,28,Neutral,RED,0,Voice Response,XXXXX,720,TRUE,
12438,1,1,29,29,Incongruent,BLUE,0,Voice Response,YELLOW,853,TRUE,
12438,1,1,30,30,Incongruent,RED,0,Voice Response,GREEN,856,TRUE,
12438,1,1,31,31,WC,GREEN,0,Voice Response,BLUE,919,TRUE,
12438,1,1,32,32,Incongruent,YELLOW,0,Voice Response,RED,782,TRUE,
12438,1,1,33,33,Neutral,GREEN,0,Voice Response,XXXXX,789,TRUE,
12438,1,1,34,34,Incongruent,BLUE,0,Voice Response,RED,726,TRUE,
12438,1,1,35,35,Incongruent,GREEN,0,Voice Response,YELLOW,861,TRUE,
12438,1,1,36,36,CW,RED,0,Voice Response,GREEN,862,TRUE,
12438,1,1,37,37,Incongruent,BLUE,0,Voice Response,YELLOW,732,TRUE,
12438,1,1,38,38,Incongruent,RED,0,Voice Response,GREEN,789,TRUE,
12438,1,1,39,39,WC,GREEN,0,Voice Response,BLUE,856,TRUE,
12438,1,1,40,40,Incongruent,RED,0,Voice Response,YELLOW,787,TRUE,
12438,1,1,41,41,CW,BLUE,0,Voice Response,RED,795,TRUE,
12438,1,1,42,42,Incongruent,GREEN,0,Voice Response,YELLOW,741,TRUE,
12438,1,1,43,43,Double,YELLOW,0,Voice Response,GREEN,848,TRUE,
12438,1,1,44,44,Neutral,BLUE,0,Voice Response,XXXXX,788,TRUE,
12438,1,1,45,45,Incongruent,YELLOW,0,Voice Response,RED,724,TRUE,
12438,1,1,46,46,WC,RED,0,Voice Response,BLUE,861,TRUE,
12438,1,1,47,47,Incongruent,GREEN,0,Voice Response,YELLOW,800,TRUE,
12438,1,1,48,48,CW,BLUE,0,Voice Response,GREEN,780,TRUE,
12438,1,1,49,49,Incongruent,RED,0,Voice Response,YELLOW,744,TRUE,
12438,1,1,50,50,Double,YELLOW,0,Voice Response,RED,729,TRUE,
12438,1,1,51,51,Incongruent,BLUE,0,Voice Response,GREEN,803,TRUE,
12438,1,1,52,52,CW,YELLOW,0,Voice Response,BLUE,721,TRUE,
12438,1,1,53,53,Neutral,RED,0,Voice Response,XXXXX,735,TRUE,
12438,1,1,54,54,Incongruent,GREEN,0,Voice Response,BLUE,721,TRUE,
12438,1,1,55,55,Incongruent,YELLOW,0,Voice Response,RED,794,TRUE,
12438,1,1,56,56,Incongruent,GREEN,0,Voice Response,BLUE,923,TRUE,
12438,1,1,57,57,Double,BLUE,0,Voice Response,GREEN,921,TRUE,
12438,1,1,58,58,Incongruent,RED,0,Voice Response,YELLOW,783,TRUE,
12438,1,1,59,59,Incongruent,GREEN,0,Voice Response,BLUE,974,TRUE,
12438,1,1,60,60,CW,RED,0,Voice Response,GREEN,858,TRUE,
12438,1,1,61,61,Incongruent,YELLOW,0,Voice Response,BLUE,799,TRUE,
12438,1,1,62,62,Neutral,RED,0,Voice Response,XXXXX,718,TRUE,
12438,1,1,63,63,Block,None,57,SPACE,Press Spacebar,6481,TRUE,
12438,1,1,64,64,Neutral,BLUE,0,Voice Response,XXXXX,990,TRUE,
12438,1,1,65,65,Incongruent,YELLOW,0,Voice Response,RED,860,TRUE,
12438,1,1,66,66,Incongruent,BLUE,0,Voice Response,GREEN,982,TRUE,
12438,1,1,67,67,Incongruent,YELLOW,0,Voice Response,RED,780,TRUE,
12438,1,1,68,68,CW,GREEN,0,Voice Response,YELLOW,742,TRUE,
12438,1,1,69,69,Incongruent,BLUE,0,Voice Response,RED,790,TRUE,
12438,1,1,70,70,Incongruent,GREEN,0,Voice Response,YELLOW,780,TRUE,
12438,1,1,71,71,WC,YELLOW,0,Voice Response,BLUE,805,TRUE,
12438,1,1,72,72,Incongruent,GREEN,0,Voice Response,RED,1038,TRUE,
12438,1,1,73,73,WC,RED,0,Voice Response,YELLOW,918,TRUE,
12438,1,1,74,74,Neutral,GREEN,0,Voice Response,XXXXX,781,TRUE,
12438,1,1,75,75,Incongruent,RED,0,Voice Response,BLUE,788,TRUE,
12438,1,1,76,76,WC,BLUE,0,Voice Response,GREEN,796,TRUE,
12438,1,1,77,77,Incongruent,YELLOW,0,Voice Response,RED,988,TRUE,
12438,1,1,78,78,Incongruent,BLUE,0,Voice Response,GREEN,1282,TRUE,
12438,1,1,79,79,Incongruent,YELLOW,0,Voice Response,RED,1044,TRUE,
12438,1,1,80,80,CW,GREEN,0,Voice Response,YELLOW,731,TRUE,
12438,1,1,81,81,Incongruent,RED,0,Voice Response,BLUE,788,TRUE,
12438,1,1,82,82,Incongruent,GREEN,0,Voice Response,YELLOW,857,TRUE,
12438,1,1,83,83,Neutral,BLUE,0,Voice Response,XXXXX,726,TRUE,
12438,1,1,84,84,Incongruent,GREEN,0,Voice Response,YELLOW,862,TRUE,
12438,1,1,85,85,Neutral,BLUE,0,Voice Response,XXXXX,731,TRUE,
12438,1,1,86,86,Incongruent,YELLOW,0,Voice Response,RED,926,TRUE,
12438,1,1,87,87,Double,RED,0,Voice Response,YELLOW,738,TRUE,
12438,1,1,88,88,Neutral,BLUE,0,Voice Response,XXXXX,786,TRUE,
12438,1,1,89,89,Incongruent,GREEN,0,Voice Response,RED,975,TRUE,
12438,1,1,90,90,WC,RED,0,Voice Response,YELLOW,1055,TRUE,
12438,1,1,91,91,Incongruent,BLUE,0,Voice Response,GREEN,1100,TRUE,
12438,1,1,92,92,Double,GREEN,0,Voice Response,BLUE,913,TRUE,
12438,1,1,93,93,Incongruent,YELLOW,0,Voice Response,RED,794,TRUE,
12438,1,1,94,94,Double,RED,0,Voice Response,YELLOW,801,TRUE,
12438,1,1,95,95,Incongruent,BLUE,0,Voice Response,GREEN,792,TRUE,
12438,1,1,96,96,Double,GREEN,0,Voice Response,BLUE,850,TRUE,
12438,1,1,97,97,Neutral,YELLOW,0,Voice Response,XXXXX,790,TRUE,
12438,1,1,98,98,Neutral,RED,0,Voice Response,XXXXX,737,TRUE,
12438,1,1,99,99,Neutral,BLUE,0,Voice Response,XXXXX,976,TRUE,
12438,1,1,100,100,Incongruent,RED,0,Voice Response,YELLOW,923,TRUE,
12438,1,1,101,101,CW,GREEN,0,Voice Response,RED,848,TRUE,
12438,1,1,102,102,Incongruent,BLUE,0,Voice Response,YELLOW,849,TRUE,
12438,1,1,103,103,Incongruent,RED,0,Voice Response,GREEN,911,TRUE,
12438,1,1,104,104,Double,GREEN,0,Voice Response,RED,802,TRUE,
12438,1,1,105,105,Incongruent,BLUE,0,Voice Response,YELLOW,844,TRUE,
12438,1,1,106,106,Incongruent,RED,0,Voice Response,GREEN,802,TRUE,
12438,1,1,107,107,WC,GREEN,0,Voice Response,BLUE,853,TRUE,
12438,1,1,108,108,Incongruent,RED,0,Voice Response,YELLOW,723,TRUE,
12438,1,1,109,109,CW,GREEN,0,Voice Response,RED,979,TRUE,
12438,1,1,110,110,Neutral,BLUE,0,Voice Response,XXXXX,742,TRUE,
12438,1,1,111,111,Incongruent,YELLOW,0,Voice Response,RED,983,TRUE,
12438,1,1,112,112,CW,BLUE,0,Voice Response,YELLOW,1034,TRUE,
12438,1,1,113,113,Neutral,GREEN,0,Voice Response,XXXXX,792,TRUE,
12438,1,1,114,114,Block,None,57,SPACE,Press Spacebar,3851,TRUE,
12438,1,1,115,115,Neutral,YELLOW,0,Voice Response,XXXXX,797,TRUE,
