Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
20283,1,1,1,1,instructions,None,252,MOUSE-L,stroop3.txt,10490,FALSE,
20283,1,1,2,2,practice,GREEN,0,Voice Response,BLUE,1355,TRUE,
20283,1,1,3,3,practice,RED,0,Voice Response,YELLOW,1042,TRUE,
20283,1,1,4,4,practice,YELLOW,0,Voice Response,GREEN,922,TRUE,
20283,1,1,5,5,practice,BLUE,0,Voice Response,RED,920,TRUE,
20283,1,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,980,TRUE,
20283,1,1,7,7,practice,BLUE,0,Voice Response,GREEN,988,TRUE,
20283,1,1,8,8,practice,YELLOW,0,Voice Response,RED,990,TRUE,
20283,1,1,9,9,practice,GREEN,0,Voice Response,GREEN,668,TRUE,
20283,1,1,10,10,practice,RED,0,Voice Response,BLUE,0,TRUE,
20283,1,1,11,11,practice,BLUE,0,Voice Response,XXXXX,94,TRUE,
20283,1,1,12,12,instructions,None,57,SPACE,stroop4.txt,44942,TRUE,
20283,1,1,13,13,Neutral,BLUE,0,Voice Response,XXXXX,776,TRUE,
20283,1,1,14,14,Neutral,YELLOW,0,Voice Response,XXXXX,847,TRUE,
20283,1,1,15,15,Neutral,RED,0,Voice Response,XXXXX,857,TRUE,
20283,1,1,16,16,Neutral,BLUE,0,Voice Response,XXXXX,800,TRUE,
20283,1,1,17,17,Incongruent,RED,0,Voice Response,GREEN,1247,TRUE,
20283,1,1,18,18,Incongruent,BLUE,0,Voice Response,YELLOW,987,TRUE,
20283,1,1,19,19,Incongruent,RED,0,Voice Response,GREEN,1296,TRUE,
20283,1,1,20,20,WC,GREEN,0,Voice Response,YELLOW,1110,TRUE,
20283,1,1,21,21,Incongruent,RED,0,Voice Response,BLUE,1165,TRUE,
20283,1,1,22,22,Incongruent,YELLOW,0,Voice Response,GREEN,1272,TRUE,
20283,1,1,23,23,Double,GREEN,0,Voice Response,YELLOW,1609,TRUE,
20283,1,1,24,24,Neutral,RED,0,Voice Response,XXXXX,984,TRUE,
20283,1,1,25,25,Incongruent,GREEN,0,Voice Response,BLUE,991,TRUE,
20283,1,1,26,26,Incongruent,RED,0,Voice Response,YELLOW,1045,TRUE,
20283,1,1,27,27,Double,YELLOW,0,Voice Response,RED,1242,TRUE,
20283,1,1,28,28,Incongruent,GREEN,0,Voice Response,BLUE,1026,TRUE,
20283,1,1,29,29,Neutral,RED,0,Voice Response,XXXXX,985,TRUE,
20283,1,1,30,30,Incongruent,YELLOW,0,Voice Response,GREEN,1369,TRUE,
20283,1,1,31,31,WC,GREEN,0,Voice Response,BLUE,1125,TRUE,
20283,1,1,32,32,Incongruent,RED,0,Voice Response,YELLOW,1045,TRUE,
20283,1,1,33,33,CW,GREEN,0,Voice Response,RED,1301,TRUE,
20283,1,1,34,34,Neutral,YELLOW,0,Voice Response,XXXXX,424,TRUE,
20283,1,1,35,35,Neutral,BLUE,0,Voice Response,XXXXX,1492,TRUE,
20283,1,1,36,36,Incongruent,RED,0,Voice Response,YELLOW,1044,TRUE,
20283,1,1,37,37,Incongruent,GREEN,0,Voice Response,BLUE,1605,TRUE,
20283,1,1,38,38,Incongruent,YELLOW,0,Voice Response,RED,1110,TRUE,
20283,1,1,39,39,WC,RED,0,Voice Response,GREEN,1047,TRUE,
20283,1,1,40,40,Incongruent,BLUE,0,Voice Response,YELLOW,1757,TRUE,
20283,1,1,41,41,Incongruent,GREEN,0,Voice Response,RED,965,TRUE,
20283,1,1,42,42,WC,RED,0,Voice Response,BLUE,1050,TRUE,
20283,1,1,43,43,Neutral,YELLOW,0,Voice Response,XXXXX,1053,TRUE,
20283,1,1,44,44,Incongruent,BLUE,0,Voice Response,RED,1048,TRUE,
20283,1,1,45,45,Double,RED,0,Voice Response,BLUE,930,TRUE,
20283,1,1,46,46,Incongruent,GREEN,0,Voice Response,YELLOW,1171,TRUE,
20283,1,1,47,47,Double,YELLOW,0,Voice Response,GREEN,1234,TRUE,
20283,1,1,48,48,Incongruent,BLUE,0,Voice Response,RED,931,TRUE,
20283,1,1,49,49,CW,YELLOW,0,Voice Response,BLUE,1549,TRUE,
20283,1,1,50,50,Incongruent,GREEN,0,Voice Response,RED,1121,TRUE,
20283,1,1,51,51,CW,BLUE,0,Voice Response,GREEN,979,TRUE,
