Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
12252,D,1,1,1,instructions,None,57,SPACE,stroop3.txt,61536,TRUE,
12252,D,1,2,2,practice,GREEN,0,Voice Response,BLUE,1211,TRUE,
12252,D,1,3,3,practice,RED,0,Voice Response,YELLOW,1118,TRUE,
12252,D,1,4,4,practice,YELLOW,0,Voice Response,GREEN,1158,TRUE,
12252,D,1,5,5,practice,BLUE,0,Voice Response,RED,739,TRUE,
12252,D,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,859,TRUE,
12252,D,1,7,7,practice,BLUE,0,Voice Response,GREEN,910,TRUE,
12252,D,1,8,8,practice,YELLOW,0,Voice Response,RED,861,TRUE,
12252,D,1,9,9,practice,GREEN,0,Voice Response,GREEN,863,TRUE,
12252,D,1,10,10,practice,RED,0,Voice Response,BLUE,864,TRUE,
12252,D,1,11,11,practice,BLUE,0,Voice Response,XXXXX,717,TRUE,
12252,D,1,12,12,instructions,None,57,SPACE,stroop4.txt,45656,TRUE,
12252,D,1,13,13,Neutral,BLUE,0,Voice Response,XXXXX,668,TRUE,
12252,D,1,14,14,Neutral,YELLOW,0,Voice Response,XXXXX,599,TRUE,
12252,D,1,15,15,Neutral,RED,0,Voice Response,XXXXX,579,TRUE,
12252,D,1,16,16,Neutral,BLUE,0,Voice Response,XXXXX,742,TRUE,
12252,D,1,17,17,Incongruent,RED,0,Voice Response,GREEN,728,TRUE,
12252,D,1,18,18,Incongruent,BLUE,0,Voice Response,YELLOW,861,TRUE,
12252,D,1,19,19,Incongruent,RED,0,Voice Response,GREEN,924,TRUE,
12252,D,1,20,20,WC,GREEN,0,Voice Response,YELLOW,860,TRUE,
12252,D,1,21,21,Incongruent,RED,0,Voice Response,BLUE,730,TRUE,
12252,D,1,22,22,Incongruent,YELLOW,0,Voice Response,GREEN,742,TRUE,
12252,D,1,23,23,Double,GREEN,0,Voice Response,YELLOW,788,TRUE,
12252,D,1,24,24,Neutral,RED,0,Voice Response,XXXXX,673,TRUE,
12252,D,1,25,25,Incongruent,GREEN,0,Voice Response,BLUE,859,TRUE,
12252,D,1,26,26,Incongruent,RED,0,Voice Response,YELLOW,728,TRUE,
12252,D,1,27,27,Double,YELLOW,0,Voice Response,RED,802,TRUE,
12252,D,1,28,28,Incongruent,GREEN,0,Voice Response,BLUE,781,TRUE,
12252,D,1,29,29,Neutral,RED,0,Voice Response,XXXXX,666,TRUE,
12252,D,1,30,30,Incongruent,YELLOW,0,Voice Response,GREEN,719,TRUE,
12252,D,1,31,31,WC,GREEN,0,Voice Response,BLUE,854,TRUE,
12252,D,1,32,32,Incongruent,RED,0,Voice Response,YELLOW,784,TRUE,
12252,D,1,33,33,CW,GREEN,0,Voice Response,RED,731,TRUE,
12252,D,1,34,34,Neutral,YELLOW,0,Voice Response,XXXXX,685,TRUE,
12252,D,1,35,35,Neutral,BLUE,0,Voice Response,XXXXX,603,TRUE,
12252,D,1,36,36,Incongruent,RED,0,Voice Response,YELLOW,671,TRUE,
12252,D,1,37,37,Incongruent,GREEN,0,Voice Response,BLUE,783,TRUE,
12252,D,1,38,38,Incongruent,YELLOW,0,Voice Response,RED,730,TRUE,
12252,D,1,39,39,WC,RED,0,Voice Response,GREEN,670,TRUE,
12252,D,1,40,40,Incongruent,BLUE,0,Voice Response,YELLOW,716,TRUE,
12252,D,1,41,41,Incongruent,GREEN,0,Voice Response,RED,712,TRUE,
12252,D,1,42,42,WC,RED,0,Voice Response,BLUE,671,TRUE,
12252,D,1,43,43,Neutral,YELLOW,0,Voice Response,XXXXX,661,TRUE,
12252,D,1,44,44,Incongruent,BLUE,0,Voice Response,RED,801,TRUE,
12252,D,1,45,45,Double,RED,0,Voice Response,BLUE,792,TRUE,
