Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
12026,D,1,1,1,instructions,None,57,SPACE,stroop3.txt,81356,TRUE,
12026,D,1,2,2,practice,GREEN,0,Voice Response,BLUE,1232,TRUE,
12026,D,1,3,3,practice,RED,0,Voice Response,YELLOW,1093,TRUE,
12026,D,1,4,4,practice,YELLOW,0,Voice Response,GREEN,1172,TRUE,
12026,D,1,5,5,practice,BLUE,0,Voice Response,RED,845,TRUE,
12026,D,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,921,TRUE,
12026,D,1,7,7,practice,BLUE,0,Voice Response,GREEN,914,TRUE,
12026,D,1,8,8,practice,YELLOW,0,Voice Response,RED,865,TRUE,
12026,D,1,9,9,practice,GREEN,0,Voice Response,GREEN,740,TRUE,
12026,D,1,10,10,practice,RED,0,Voice Response,BLUE,1038,TRUE,
12026,D,1,11,11,practice,BLUE,0,Voice Response,XXXXX,783,TRUE,
12026,D,1,12,12,instructions,None,57,SPACE,stroop4.txt,20568,TRUE,
12026,D,1,1,13,Neutral,RED,0,Voice Response,XXXXX,822,TRUE,
12026,D,1,2,14,Neutral,BLUE,0,Voice Response,XXXXX,724,TRUE,
12026,D,1,3,15,Conflict,BLUE,0,Voice Response,RED,916,TRUE,
12026,D,1,4,16,NegativePrime,RED,0,Voice Response,YELLOW,849,TRUE,
12026,D,1,5,17,Neutral,GREEN,0,Voice Response,XXXXX,714,TRUE,
12026,D,1,6,18,Conflict,BLUE,0,Voice Response,RED,923,TRUE,
12026,D,1,7,19,NegativePrime,RED,0,Voice Response,YELLOW,734,TRUE,
12026,D,1,8,20,Neutral,GREEN,0,Voice Response,XXXXX,777,TRUE,
12026,D,1,9,21,Conflict,BLUE,0,Voice Response,YELLOW,798,TRUE,
12026,D,1,10,22,NegativePrime,YELLOW,0,Voice Response,RED,787,TRUE,
12026,D,1,11,23,Conflict,YELLOW,0,Voice Response,GREEN,781,TRUE,
12026,D,1,12,24,Conflict,YELLOW,0,Voice Response,RED,862,TRUE,
12026,D,1,13,25,Conflict,YELLOW,0,Voice Response,BLUE,728,TRUE,
12026,D,1,14,26,NegativePrime,BLUE,0,Voice Response,GREEN,861,TRUE,
12026,D,1,15,27,Conflict,BLUE,0,Voice Response,RED,737,TRUE,
12026,D,1,16,28,Conflict,BLUE,0,Voice Response,GREEN,720,TRUE,
12026,D,1,17,29,Conflict,BLUE,0,Voice Response,YELLOW,790,TRUE,
12026,D,1,18,30,NegativePrime,YELLOW,0,Voice Response,RED,846,TRUE,
12026,D,1,19,31,Conflict,GREEN,0,Voice Response,BLUE,923,TRUE,
12026,D,1,20,32,Conflict,RED,0,Voice Response,GREEN,733,TRUE,
12026,D,1,21,33,Conflict,BLUE,0,Voice Response,RED,777,TRUE,
12026,D,1,22,34,Conflict,BLUE,0,Voice Response,YELLOW,798,TRUE,
12026,D,1,23,35,Conflict,RED,0,Voice Response,BLUE,740,TRUE,
12026,D,1,24,36,NegativePrime,BLUE,0,Voice Response,YELLOW,908,TRUE,
12026,D,1,25,37,Conflict,RED,0,Voice Response,BLUE,795,TRUE,
12026,D,1,26,38,Conflict,YELLOW,0,Voice Response,GREEN,859,TRUE,
12026,D,1,27,39,Conflict,RED,0,Voice Response,YELLOW,918,TRUE,
12026,D,1,28,40,Conflict,GREEN,0,Voice Response,RED,780,TRUE,
12026,D,1,29,41,Conflict,BLUE,0,Voice Response,GREEN,861,TRUE,
12026,D,1,30,42,NegativePrime,GREEN,0,Voice Response,RED,799,TRUE,
12026,D,1,31,43,Neutral,YELLOW,0,Voice Response,XXXXX,848,TRUE,
12026,D,1,32,44,Neutral,RED,0,Voice Response,XXXXX,791,TRUE,
12026,D,1,33,45,Conflict,YELLOW,0,Voice Response,RED,857,TRUE,
12026,D,1,34,46,Conflict,BLUE,0,Voice Response,YELLOW,855,TRUE,
12026,D,1,35,47,Conflict,GREEN,0,Voice Response,BLUE,976,TRUE,
12026,D,1,36,48,Conflict,YELLOW,0,Voice Response,GREEN,787,TRUE,
12026,D,1,37,49,Neutral,BLUE,0,Voice Response,XXXXX,791,TRUE,
12026,D,1,38,50,Conflict,GREEN,0,Voice Response,RED,917,TRUE,
12026,D,1,39,51,Conflict,YELLOW,0,Voice Response,BLUE,1154,TRUE,
12026,D,1,40,52,Conflict,RED,0,Voice Response,YELLOW,792,TRUE,
12026,D,1,41,53,Conflict,RED,0,Voice Response,BLUE,797,TRUE,
12026,D,1,42,54,Conflict,GREEN,0,Voice Response,YELLOW,923,TRUE,
12026,D,1,43,55,NegativePrime,YELLOW,0,Voice Response,BLUE,977,TRUE,
12026,D,1,44,56,Conflict,GREEN,0,Voice Response,RED,1102,TRUE,
12026,D,1,45,57,NegativePrime,RED,0,Voice Response,BLUE,852,TRUE,
12026,D,1,46,58,Neutral,RED,0,Voice Response,XXXXX,780,TRUE,
12026,D,1,47,59,Conflict,YELLOW,0,Voice Response,GREEN,994,TRUE,
12026,D,1,48,60,NegativePrime,GREEN,0,Voice Response,BLUE,788,TRUE,
12026,D,1,49,61,Neutral,YELLOW,0,Voice Response,XXXXX,792,TRUE,
12026,D,1,50,62,Neutral,YELLOW,0,Voice Response,XXXXX,857,TRUE,
12026,D,1,51,63,Block,None,57,SPACE,Press Spacebar,5718,TRUE,
12026,D,1,52,64,Neutral,BLUE,0,Voice Response,XXXXX,986,TRUE,
12026,D,1,53,65,Conflict,RED,0,Voice Response,GREEN,851,TRUE,
12026,D,1,54,66,Conflict,BLUE,0,Voice Response,YELLOW,911,TRUE,
12026,D,1,55,67,Conflict,GREEN,0,Voice Response,BLUE,859,TRUE,
12026,D,1,56,68,NegativePrime,BLUE,0,Voice Response,RED,847,TRUE,
12026,D,1,57,69,Conflict,GREEN,0,Voice Response,YELLOW,924,TRUE,
12026,D,1,58,70,Conflict,GREEN,0,Voice Response,RED,795,TRUE,
12026,D,1,59,71,Conflict,BLUE,0,Voice Response,YELLOW,798,TRUE,
12026,D,1,60,72,Conflict,RED,0,Voice Response,GREEN,837,TRUE,
12026,D,1,61,73,Conflict,BLUE,0,Voice Response,RED,731,TRUE,
12026,D,1,62,74,NegativePrime,RED,0,Voice Response,GREEN,923,TRUE,
12026,D,1,63,75,Conflict,RED,0,Voice Response,BLUE,784,TRUE,
12026,D,1,64,76,NegativePrime,BLUE,0,Voice Response,YELLOW,850,TRUE,
12026,D,1,65,77,Conflict,RED,0,Voice Response,GREEN,848,TRUE,
12026,D,1,66,78,NegativePrime,GREEN,0,Voice Response,BLUE,924,TRUE,
12026,D,1,67,79,Neutral,GREEN,0,Voice Response,XXXXX,786,TRUE,
12026,D,1,68,80,Conflict,RED,0,Voice Response,YELLOW,851,TRUE,
12026,D,1,69,81,NegativePrime,YELLOW,0,Voice Response,BLUE,849,TRUE,
12026,D,1,70,82,Neutral,YELLOW,0,Voice Response,XXXXX,716,TRUE,
12026,D,1,71,83,Conflict,YELLOW,0,Voice Response,RED,786,TRUE,
12026,D,1,72,84,NegativePrime,RED,0,Voice Response,BLUE,852,TRUE,
12026,D,1,73,85,Neutral,YELLOW,0,Voice Response,XXXXX,850,TRUE,
12026,D,1,74,86,Neutral,BLUE,0,Voice Response,XXXXX,838,TRUE,
12026,D,1,75,87,Neutral,GREEN,0,Voice Response,XXXXX,853,TRUE,
12026,D,1,76,88,Conflict,GREEN,0,Voice Response,RED,792,TRUE,
12026,D,1,77,89,NegativePrime,RED,0,Voice Response,YELLOW,918,TRUE,
12026,D,1,78,90,Conflict,BLUE,0,Voice Response,RED,971,TRUE,
12026,D,1,79,91,NegativePrime,RED,0,Voice Response,GREEN,782,TRUE,
12026,D,1,80,92,Conflict,YELLOW,0,Voice Response,RED,725,TRUE,
12026,D,1,81,93,Conflict,YELLOW,0,Voice Response,BLUE,665,TRUE,
12026,D,1,82,94,Neutral,GREEN,0,Voice Response,XXXXX,741,TRUE,
12026,D,1,83,95,Conflict,GREEN,0,Voice Response,YELLOW,907,TRUE,
12026,D,1,84,96,Conflict,BLUE,0,Voice Response,RED,855,TRUE,
12026,D,1,85,97,Conflict,YELLOW,0,Voice Response,BLUE,854,TRUE,
12026,D,1,86,98,Conflict,RED,0,Voice Response,YELLOW,852,TRUE,
12026,D,1,87,99,Conflict,RED,0,Voice Response,BLUE,781,TRUE,
12026,D,1,88,100,NegativePrime,BLUE,0,Voice Response,GREEN,861,TRUE,
12026,D,1,89,101,Neutral,RED,0,Voice Response,XXXXX,799,TRUE,
12026,D,1,90,102,Conflict,YELLOW,0,Voice Response,BLUE,848,TRUE,
12026,D,1,91,103,Conflict,GREEN,0,Voice Response,YELLOW,968,TRUE,
12026,D,1,92,104,Conflict,BLUE,0,Voice Response,GREEN,841,TRUE,
12026,D,1,93,105,Conflict,YELLOW,0,Voice Response,RED,1354,TRUE,
12026,D,1,94,106,Neutral,GREEN,0,Voice Response,XXXXX,854,TRUE,
12026,D,1,95,107,Conflict,BLUE,0,Voice Response,GREEN,852,TRUE,
12026,D,1,96,108,NegativePrime,GREEN,0,Voice Response,YELLOW,911,TRUE,
12026,D,1,97,109,Conflict,RED,0,Voice Response,GREEN,789,TRUE,
12026,D,1,98,110,Conflict,YELLOW,0,Voice Response,BLUE,793,TRUE,
12026,D,1,99,111,Conflict,YELLOW,0,Voice Response,RED,858,TRUE,
12026,D,1,100,112,Conflict,BLUE,0,Voice Response,GREEN,918,TRUE,
12026,D,1,101,113,Neutral,BLUE,0,Voice Response,XXXXX,850,TRUE,
12026,D,1,102,114,Block,None,57,SPACE,Press Spacebar,5836,TRUE,
12026,D,1,103,115,Neutral,BLUE,0,Voice Response,XXXXX,862,TRUE,
12026,D,1,104,116,Conflict,GREEN,0,Voice Response,RED,1044,TRUE,
12026,D,1,105,117,NegativePrime,RED,0,Voice Response,BLUE,799,TRUE,
12026,D,1,106,118,Conflict,RED,0,Voice Response,GREEN,803,TRUE,
12026,D,1,107,119,Conflict,YELLOW,0,Voice Response,BLUE,779,TRUE,
12026,D,1,108,120,Neutral,YELLOW,0,Voice Response,XXXXX,740,TRUE,
12026,D,1,109,121,Neutral,BLUE,0,Voice Response,XXXXX,784,TRUE,
12026,D,1,110,122,Conflict,RED,0,Voice Response,BLUE,787,TRUE,
12026,D,1,111,123,NegativePrime,BLUE,0,Voice Response,YELLOW,913,TRUE,
