Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
20252,1,1,1,1,instructions,None,57,SPACE,stroop3.txt,2351,TRUE,
20252,1,1,2,2,practice,GREEN,0,Voice Response,BLUE,962,TRUE,
20252,1,1,3,3,practice,RED,0,Voice Response,YELLOW,1171,TRUE,
20252,1,1,4,4,practice,YELLOW,0,Voice Response,GREEN,1040,TRUE,
20252,1,1,5,5,practice,BLUE,0,Voice Response,RED,921,TRUE,
20252,1,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,919,TRUE,
20252,1,1,7,7,practice,BLUE,0,Voice Response,GREEN,917,TRUE,
20252,1,1,8,8,practice,YELLOW,0,Voice Response,RED,870,TRUE,
20252,1,1,9,9,practice,GREEN,0,Voice Response,GREEN,1233,TRUE,
20252,1,1,10,10,practice,RED,0,Voice Response,BLUE,859,TRUE,
20252,1,1,11,11,practice,BLUE,0,Voice Response,XXXXX,924,TRUE,
20252,1,1,12,12,instructions,None,57,SPACE,stroop4.txt,44759,TRUE,
20252,1,1,13,13,Neutral,BLUE,0,Voice Response,XXXXX,963,TRUE,
20252,1,1,14,14,Incongruent,YELLOW,0,Voice Response,RED,855,TRUE,
20252,1,1,15,15,Incongruent,BLUE,0,Voice Response,GREEN,859,TRUE,
20252,1,1,16,16,Incongruent,YELLOW,0,Voice Response,RED,863,TRUE,
20252,1,1,17,17,CW,GREEN,0,Voice Response,YELLOW,865,TRUE,
20252,1,1,18,18,Incongruent,BLUE,0,Voice Response,RED,930,TRUE,
20252,1,1,19,19,Incongruent,GREEN,0,Voice Response,YELLOW,990,TRUE,
20252,1,1,20,20,WC,YELLOW,0,Voice Response,BLUE,850,TRUE,
20252,1,1,21,21,Incongruent,GREEN,0,Voice Response,RED,932,TRUE,
20252,1,1,22,22,WC,RED,0,Voice Response,YELLOW,868,TRUE,
20252,1,1,23,23,Neutral,GREEN,0,Voice Response,XXXXX,873,TRUE,
20252,1,1,24,24,Incongruent,RED,0,Voice Response,BLUE,964,TRUE,
20252,1,1,25,25,WC,BLUE,0,Voice Response,GREEN,869,TRUE,
20252,1,1,26,26,Incongruent,YELLOW,0,Voice Response,RED,871,TRUE,
20252,1,1,27,27,Incongruent,BLUE,0,Voice Response,GREEN,848,TRUE,
20252,1,1,28,28,Incongruent,YELLOW,0,Voice Response,RED,870,TRUE,
20252,1,1,29,29,CW,GREEN,0,Voice Response,YELLOW,918,TRUE,
20252,1,1,30,30,Incongruent,RED,0,Voice Response,BLUE,871,TRUE,
20252,1,1,31,31,Incongruent,GREEN,0,Voice Response,YELLOW,919,TRUE,
20252,1,1,32,32,Neutral,BLUE,0,Voice Response,XXXXX,862,TRUE,
20252,1,1,33,33,Incongruent,GREEN,0,Voice Response,YELLOW,866,TRUE,
20252,1,1,34,34,Neutral,BLUE,0,Voice Response,XXXXX,870,TRUE,
20252,1,1,35,35,Incongruent,YELLOW,0,Voice Response,RED,858,TRUE,
20252,1,1,36,36,Double,RED,0,Voice Response,YELLOW,861,TRUE,
20252,1,1,37,37,Neutral,BLUE,0,Voice Response,XXXXX,794,TRUE,
20252,1,1,38,38,Incongruent,GREEN,0,Voice Response,RED,1047,TRUE,
20252,1,1,39,39,WC,RED,0,Voice Response,YELLOW,866,TRUE,
20252,1,1,40,40,Incongruent,BLUE,0,Voice Response,GREEN,871,TRUE,
20252,1,1,41,41,Double,GREEN,0,Voice Response,BLUE,919,TRUE,
20252,1,1,42,42,Incongruent,YELLOW,0,Voice Response,RED,724,TRUE,
20252,1,1,43,43,Double,RED,0,Voice Response,YELLOW,861,TRUE,
20252,1,1,44,44,Incongruent,BLUE,0,Voice Response,GREEN,804,TRUE,
