Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
12208,B,1,1,1,instructions,None,252,MOUSE-L,stroop3.txt,0,FALSE,
12208,B,1,2,2,practice,GREEN,0,Voice Response,BLUE,1767,TRUE,
12208,B,1,3,3,practice,RED,0,Voice Response,YELLOW,1480,TRUE,
12208,B,1,4,4,practice,YELLOW,0,Voice Response,GREEN,968,TRUE,
12208,B,1,5,5,practice,BLUE,0,Voice Response,RED,1968,TRUE,
12208,B,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,1289,TRUE,
12208,B,1,7,7,practice,BLUE,0,Voice Response,GREEN,1038,TRUE,
12208,B,1,8,8,practice,YELLOW,0,Voice Response,RED,1230,TRUE,
12208,B,1,9,9,practice,GREEN,0,Voice Response,GREEN,1167,TRUE,
12208,B,1,10,10,practice,RED,0,Voice Response,BLUE,851,TRUE,
12208,B,1,11,11,practice,BLUE,0,Voice Response,XXXXX,970,TRUE,
12208,B,1,12,12,instructions,None,57,SPACE,stroop4.txt,61696,TRUE,
12208,B,1,13,13,Neutral,BLUE,0,Voice Response,XXXXX,1319,TRUE,
12208,B,1,14,14,Incongruent,YELLOW,0,Voice Response,RED,1722,TRUE,
12208,B,1,15,15,Incongruent,BLUE,0,Voice Response,GREEN,1282,TRUE,
12208,B,1,16,16,Incongruent,YELLOW,0,Voice Response,RED,1285,TRUE,
12208,B,1,17,17,CW,GREEN,0,Voice Response,YELLOW,1349,TRUE,
12208,B,1,18,18,Incongruent,BLUE,0,Voice Response,RED,970,TRUE,
12208,B,1,19,19,Incongruent,GREEN,0,Voice Response,YELLOW,1410,TRUE,
12208,B,1,20,20,WC,YELLOW,0,Voice Response,BLUE,1236,TRUE,
12208,B,1,21,21,Incongruent,GREEN,0,Voice Response,RED,1473,TRUE,
12208,B,1,22,22,WC,RED,0,Voice Response,YELLOW,1233,TRUE,
12208,B,1,23,23,Neutral,GREEN,0,Voice Response,XXXXX,1031,TRUE,
12208,B,1,24,24,Incongruent,RED,0,Voice Response,BLUE,924,TRUE,
