Subj,Cond,Block,Trial,Order,!type,!color,Resp,Name,Stim,RT,Correct,
20281,1,1,1,1,instructions,None,57,SPACE,stroop3.txt,937,TRUE,
20281,1,1,2,2,practice,GREEN,0,Voice Response,BLUE,1005,TRUE,
20281,1,1,3,3,practice,RED,0,Voice Response,YELLOW,981,TRUE,
20281,1,1,4,4,practice,YELLOW,0,Voice Response,GREEN,867,TRUE,
20281,1,1,5,5,practice,BLUE,0,Voice Response,RED,860,TRUE,
20281,1,1,6,6,practice,YELLOW,0,Voice Response,XXXXX,987,TRUE,
20281,1,1,7,7,practice,BLUE,0,Voice Response,GREEN,978,TRUE,
20281,1,1,8,8,practice,YELLOW,0,Voice Response,RED,866,TRUE,
20281,1,1,9,9,practice,GREEN,0,Voice Response,GREEN,991,TRUE,
20281,1,1,10,10,practice,RED,0,Voice Response,BLUE,922,TRUE,
20281,1,1,11,11,practice,BLUE,0,Voice Response,XXXXX,920,TRUE,
20281,1,1,12,12,instructions,None,57,SPACE,stroop4.txt,19353,TRUE,
20281,1,1,13,13,Neutral,YELLOW,0,Voice Response,XXXXX,875,TRUE,
20281,1,1,14,14,Incongruent,BLUE,0,Voice Response,GREEN,922,TRUE,
20281,1,1,15,15,CW,YELLOW,0,Voice Response,BLUE,789,TRUE,
20281,1,1,16,16,Incongruent,GREEN,0,Voice Response,RED,859,TRUE,
20281,1,1,17,17,Double,RED,0,Voice Response,GREEN,864,TRUE,
20281,1,1,18,18,Incongruent,BLUE,0,Voice Response,YELLOW,858,TRUE,
20281,1,1,19,19,Double,YELLOW,0,Voice Response,BLUE,860,TRUE,
20281,1,1,20,20,Incongruent,RED,0,Voice Response,GREEN,925,TRUE,
20281,1,1,21,21,WC,GREEN,0,Voice Response,YELLOW,862,TRUE,
20281,1,1,22,22,Incongruent,RED,0,Voice Response,BLUE,866,TRUE,
20281,1,1,23,23,Double,BLUE,0,Voice Response,RED,931,TRUE,
20281,1,1,24,24,Neutral,YELLOW,0,Voice Response,XXXXX,796,TRUE,
20281,1,1,25,25,Neutral,BLUE,0,Voice Response,XXXXX,928,TRUE,
20281,1,1,26,26,Incongruent,YELLOW,0,Voice Response,RED,865,TRUE,
20281,1,1,27,27,Incongruent,BLUE,0,Voice Response,GREEN,1051,TRUE,
20281,1,1,28,28,Incongruent,RED,0,Voice Response,YELLOW,810,TRUE,
20281,1,1,29,29,WC,YELLOW,0,Voice Response,BLUE,854,TRUE,
20281,1,1,30,30,Incongruent,RED,0,Voice Response,GREEN,859,TRUE,
20281,1,1,31,31,Double,GREEN,0,Voice Response,RED,984,TRUE,
20281,1,1,32,32,Incongruent,BLUE,0,Voice Response,YELLOW,809,TRUE,
20281,1,1,33,33,Incongruent,GREEN,0,Voice Response,RED,986,TRUE,
20281,1,1,34,34,Incongruent,YELLOW,0,Voice Response,BLUE,855,TRUE,
20281,1,1,35,35,Incongruent,RED,0,Voice Response,GREEN,790,TRUE,
20281,1,1,36,36,Neutral,BLUE,0,Voice Response,XXXXX,921,TRUE,
20281,1,1,37,37,Neutral,YELLOW,0,Voice Response,XXXXX,919,TRUE,
20281,1,1,38,38,Incongruent,GREEN,0,Voice Response,RED,872,TRUE,
20281,1,1,39,39,Incongruent,YELLOW,0,Voice Response,BLUE,859,TRUE,
20281,1,1,40,40,WC,BLUE,0,Voice Response,GREEN,1168,TRUE,
20281,1,1,41,41,Incongruent,YELLOW,0,Voice Response,RED,871,TRUE,
20281,1,1,42,42,WC,RED,0,Voice Response,BLUE,859,TRUE,
