Subject	Choose	Avoid	Length
28001	0.625	0.5	60
28002	0.625	0.5625	60
28003	0.875	0.6875	60
28004	0.75	0.75	60
28005	0.5625	0.875	360
28006	0.6875	0.75	360
28007	0.375	0.375	180
28008	0.25	0.875	240
28009	NA	NA	254
28010	1	0.75	120
28011	0.75	0.6875	180
28013	0.875	0.5625	120
28014	0.4375	0.4375	120
28015	0.8125	0.5625	120
